activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
Not Active,4990332,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(/C=N/Nc2nnc(-c3ccccc3)c(O)n2)cc1,,,CHEMBL1201862,,,,CHEMBL2005296,,CHEMBL2005296,,False,http://www.openphacts.org/units/Nanomolar,1024988,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990333,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O[C@@H]1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@@H]2O)[C@H]1O)c1cc(O)c(O)c(O)c1,,,CHEMBL1201862,,,,CHEMBL1425538,,CHEMBL1425538,,False,http://www.openphacts.org/units/Nanomolar,1039189,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990334,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(NC(=O)c2ccccc2Cl)n(Cc2ccccc2)c2nc3ccccc3nc12,,,CHEMBL1201862,,,,CHEMBL1306199,,CHEMBL1306199,,False,http://www.openphacts.org/units/Nanomolar,1038959,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990335,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Nc2ccccc2)nc(-c2ccccc2O)n1,,,CHEMBL1201862,,,,CHEMBL1306258,,CHEMBL1306258,,False,http://www.openphacts.org/units/Nanomolar,1186724,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990336,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,[O-][n+]1onc2c1CCc1[nH]c(-c3ccccc3)nc1-2,,,CHEMBL1201862,,,,CHEMBL1306425,,CHEMBL1306425,,False,http://www.openphacts.org/units/Nanomolar,1110728,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990337,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1n[nH]c(S/C(=C\c2ccc(-c3ccc(C(=O)O)c(Cl)c3)o2)C(=O)O)n1,,,CHEMBL1201862,,,,CHEMBL1560833,,CHEMBL1560833,,False,http://www.openphacts.org/units/Nanomolar,1149955,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990338,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,CSC1=NSC2=NC(=O)/C(=C\c3c(C)[nH]c4ccccc34)C(=N)N12,,,CHEMBL1201862,,,,CHEMBL1416392,,CHEMBL1416392,,False,http://www.openphacts.org/units/Nanomolar,1114596,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990339,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1[nH]c2ccccc2c1/C=C1/C(=N)N2C(=NC1=O)SN=C2S(=O)(=O)CC(C)C,,,CHEMBL1201862,,,,CHEMBL1504948,,CHEMBL1504948,,False,http://www.openphacts.org/units/Nanomolar,1117833,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990340,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,N#Cc1c(N2CCCCC2)nc(N)c2c(N)nc(SCC(=O)O)cc12,,,CHEMBL1201862,,,,CHEMBL1426692,,CHEMBL1426692,,False,http://www.openphacts.org/units/Nanomolar,1149449,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990341,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cc(CCl)nc2nc3ccccc3n12,,,CHEMBL1201862,,,,CHEMBL1307594,,CHEMBL1307594,,False,http://www.openphacts.org/units/Nanomolar,1149194,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990342,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NNc1c2ccccc2nc2ccccc12)c1ccc(O)cc1O,,,CHEMBL1201862,,,,CHEMBL1404929,,CHEMBL1404929,,False,http://www.openphacts.org/units/Nanomolar,1016098,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990343,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(C(=O)CCl)c2ccccc21,,,CHEMBL1201862,,,,CHEMBL1544997,,CHEMBL1544997,,False,http://www.openphacts.org/units/Nanomolar,1109315,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990344,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2[nH]cc(C(=O)CCl)c2c1,,,CHEMBL1201862,,,,CHEMBL1417692,,CHEMBL1417692,,False,http://www.openphacts.org/units/Nanomolar,1029791,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990345,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C1C(=O)c2ccccc2-c2ccccc21,,,CHEMBL1201862,,,,CHEMBL51931,"9,10-PHENANTHRENEQUINONE",CHEMBL51931,,False,http://www.openphacts.org/units/Nanomolar,1005517,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990346,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1no[n+]([O-])c1COc1ccccc1/C=C1\NC(=S)NC1=O,,,CHEMBL1201862,,,,CHEMBL1484370,,CHEMBL1484370,,False,http://www.openphacts.org/units/Nanomolar,1003985,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990347,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1C(=O)Nc1nc2c(C)csc2c(=O)s1,,,CHEMBL1201862,,,,CHEMBL1613272,,CHEMBL1613272,,False,http://www.openphacts.org/units/Nanomolar,1154074,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990348,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccccc1C(=O)Oc1cc(N)n(S(=O)(=O)c2ccc(C)cc2)n1,,,CHEMBL1201862,,,,CHEMBL1418273,,CHEMBL1418273,,False,http://www.openphacts.org/units/Nanomolar,1183101,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990349,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(OCC(=O)c1c[nH]c2ccccc12)c1ccc([N+](=O)[O-])s1,,,CHEMBL1201862,,,,CHEMBL1484618,,CHEMBL1484618,,False,http://www.openphacts.org/units/Nanomolar,1098970,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990350,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cccc(NN=C2c3ccccc3-c3ccccc32)c1,,,CHEMBL1201862,,,,CHEMBL1524172,,CHEMBL1524172,,False,http://www.openphacts.org/units/Nanomolar,1137009,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990351,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cl.c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,,,CHEMBL1201862,,,,CHEMBL1547025,,CHEMBL1624459,,False,http://www.openphacts.org/units/Nanomolar,1145808,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990352,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,,,CHEMBL1201862,,,,CHEMBL63354,AMENTOFLAVONE,CHEMBL63354,,False,http://www.openphacts.org/units/Nanomolar,1042843,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990353,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1nc(-c2ccc(Cl)cc2)nc2c(=O)n(C)c(=O)nc1-2,,,CHEMBL1201862,,,,CHEMBL1334062,,CHEMBL1334062,,False,http://www.openphacts.org/units/Nanomolar,983803,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Active,4990354,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,N=C1/C(=C\c2coc3ccccc3c2=O)C(=O)N=C2SC(c3ccncc3)=NN12,,,CHEMBL1201862,,,"{'bei': '12.54', 'le': '0.24', 'lle': '2.17', 'sei': '4.49'}",CHEMBL1588106,,CHEMBL1588106,5.03,False,http://www.openphacts.org/units/Nanomolar,1098684,=,7,True,=,,IC50,nM,,9262.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,9.262
Not Active,4990355,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(Cl)cc1/C=C(\Cl)c1nc(O)c2ccc(Cl)cc2n1,,,CHEMBL1201862,,,,CHEMBL1511080,,CHEMBL1511080,,False,http://www.openphacts.org/units/Nanomolar,1046421,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990356,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(SC/C(O)=C(\C#N)c2nc3ccccc3s2)cc1,,,CHEMBL1201862,,,,CHEMBL3199301,,CHEMBL3199301,,False,http://www.openphacts.org/units/Nanomolar,1188343,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
Not Active,4990357,[],CHEMBL1614140,"PUBCHEM_BIOASSAY: Luminescence counterscreen assay for p97 inhibitors: Dose response biochemical high throughput screening assay to identify inhibitors of the C522A mutant p97 ATPase. (Class of assay: confirmatory) [Related pubchem assays: 1481, 1517 ]",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)c(SCC(=O)OC/C(O)=C(\C#N)c2nc3ccccc3[nH]2)c1,,,CHEMBL1201862,,,,CHEMBL1603938,,CHEMBL1603938,,False,http://www.openphacts.org/units/Nanomolar,1092340,>,7,True,>,,IC50,nM,,50000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,um,UO_0000065,,50.0
,12613407,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(OCc2nnc(SC3CCCC3)n2C2CCCCC2)cc1,,,CHEMBL2311412,J. Med. Chem.,2013.0,,CHEMBL2315790,,CHEMBL2315790,,False,http://www.openphacts.org/units/Nanomolar,1846145,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,30.0
,12613408,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cc(Cl)cc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,,CHEMBL2315789,,CHEMBL2315789,,False,http://www.openphacts.org/units/Nanomolar,1846144,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,30.0
,12613409,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,[N-]=[N+]=Nc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '14.32', 'le': '0.27', 'lle': '-0.20', 'sei': '6.34'}",CHEMBL2315788,,CHEMBL2315788,5.62,False,http://www.openphacts.org/units/Nanomolar,1846143,=,1,True,=,,IC50,nM,,2400.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,2.4
,12613410,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '16.07', 'le': '0.31', 'lle': '1.43', 'sei': '8.93'}",CHEMBL2315787,,CHEMBL2315787,5.89,False,http://www.openphacts.org/units/Nanomolar,1846142,=,1,True,=,,IC50,nM,,1290.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,1.29
,12613411,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,,CHEMBL2315786,,CHEMBL2315786,,False,http://www.openphacts.org/units/Nanomolar,1846141,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,30.0
,12613412,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=[N+]([O-])c1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '14.00', 'le': '0.27', 'lle': '0.76', 'sei': '6.68'}",CHEMBL2315785,,CHEMBL2315785,5.55,False,http://www.openphacts.org/units/Nanomolar,1846140,=,1,True,=,,IC50,nM,,2810.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,2.81
,12613413,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '15.20', 'le': '0.29', 'lle': '0.37', 'sei': '13.91'}",CHEMBL2315784,,CHEMBL2315784,5.56,False,http://www.openphacts.org/units/Nanomolar,1846139,=,1,True,=,,IC50,nM,,2780.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,2.78
,12613414,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '13.98', 'le': '0.32', 'lle': '0.38', 'sei': '15.07'}",CHEMBL2315783,,CHEMBL2315783,6.02,False,http://www.openphacts.org/units/Nanomolar,1846138,=,1,True,=,,IC50,nM,,960.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.96
,12613415,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cccc(-n2c(COc3ccccc3)nnc2SC2CCCC2)c1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '15.89', 'le': '0.32', 'lle': '0.60', 'sei': '15.35'}",CHEMBL2315782,,CHEMBL2315782,6.13,False,http://www.openphacts.org/units/Nanomolar,1846137,=,1,True,=,,IC50,nM,,740.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,0.74
,12613416,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)Sc1nnc(COc2ccccc2)n1-c1cccnc1,,,CHEMBL2311412,J. Med. Chem.,2013.0,"{'bei': '17.06', 'le': '0.33', 'lle': '1.83', 'sei': '10.54'}",CHEMBL2315781,,CHEMBL2315781,5.57,False,http://www.openphacts.org/units/Nanomolar,1846136,=,1,True,=,,IC50,nM,,2690.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,2.69
,12613417,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)Sc1nnc(COc2ccccc2)n1Cc1ccccc1,,,CHEMBL2311412,J. Med. Chem.,2013.0,,CHEMBL2315780,,CHEMBL2315780,,False,http://www.openphacts.org/units/Nanomolar,1846135,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,30.0
,12613418,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)Sc1nnc(COc2ccccc2)n1C,,,CHEMBL2311412,J. Med. Chem.,2013.0,,CHEMBL2315779,,CHEMBL2315779,,False,http://www.openphacts.org/units/Nanomolar,1846134,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,30.0
,12613419,[],CHEMBL2317274,Inhibition of human recombinant His-GST tagged VCP expressed in baculovirus infected Hi5 cells assessed as ADP formation incubated for 20 mins proir to substrate addition measured after 90 mins by NADH coupled assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(-n2c(COc3ccccc3)nnc2SC(C)C)cc1,,,CHEMBL2311412,J. Med. Chem.,2013.0,,CHEMBL2315778,,CHEMBL2315778,,False,http://www.openphacts.org/units/Nanomolar,1846133,>,1,True,>,,IC50,nM,,30000.0,CHEMBL1075145,Homo sapiens,Transitional endoplasmic reticulum ATPase,9606,,,IC50,uM,UO_0000065,,30.0
